Hechos del mes,Dialogo,Actualización,Estado,Motivo de fusión,Motivo de pase a latente,Motivo de pase a inactivo,Forma de resolución,NombreReportePDFModificado,FechaReporte,NumeroEdicion,GrupoID
"El Presidente comunal de Huancuire manifestó que iniciaron el diálogo con la empresa Minera Xstrata y se llegaron a acuerdos (no hubo convenio suscrito). Un funcionario de la Empresa Xstrata señaló que las relaciones entre la empresa y la comunidad de Huancuire se han fortalecido. Indicó que los acuerdos a los que habían llegado son la generación de empleo a todos los comuneros, ejecución de un sistema de agua potable, construcción de una escuela y proyectos agropecuarios. Manifestó, además, que todos estos acuerdos han sido cumplidos por la empresa. Así mismo, mencionó que se está implementado un proyecto piloto de educación para lo que se estaría contratando a un docente y a un promotor.",HAY DIÁLOGO,,Activo,,,,,Reporte-M.-de-Conflictos-Sociales-N-107-Ene-2013.pdf,31/01/2013,107,Grupo_1445
"El gobernador distrital de Chalhuahuacho manifestó que la situación es tensa en Tambulla y Chalhuahuacho ya que al parecer no se habría llegado a un acuerdo en torno a los compromisos que asumió la empresa Xstrata con las asociaciones de lavanderías y hoteleros. El encargado del programa de empresarios locales manifestó que existe preocupación ya que afirman que si en la actualidad existe demanda de hoteles esto duraría aproximadamente hasta el 2014. Se están construyendo nuevos hospedajes, surgiendo más asociaciones.",HAY DIÁLOGO,,Activo,,,,,Reporte-M.-de-Conflictos-Sociales-N-108-Feb-2013.pdf,28/02/2013,108,Grupo_1237
El gobernador distrital de Chalhuahuacho indicó que si Nueva Fuerabamba intenta captar el agua de la fuente principal la comunidad de Choaquere habrían acciones de protesta. Manifestó que la comunidad está descontenta con la empresa Xstrata ya que estaría incumpliendo algunos compromisos como el pago de indemnización por la ampliación de la carretera que va desde el puente Yurucmayo hasta el límite con Huancacaya en el distrito de Haquira. El relacionista comunitario de la empresa Xstrata indicó que con la comunidad de Choaquere no tienen acuerdos pendientes de implementación y que no ha habido incidentes.,HAY DIÁLOGO,,Activo,,,,,Reporte-M.-de-Conflictos-Sociales-N-108-Feb-2013.pdf,28/02/2013,108,Grupo_1444
"El Director de la DREM ha expresado su preocupación porque hay un grupo de mineros informales que ha presentado la declaración jurada, pero que últimamente ha recibido una comunicación del MINEM en la que le informan que no procede el proceso de formalización en la concesión de Xtrata - Las Bambas, porque se trata de un proyecto especial, ya que éste estuvo reservado para el Estado Peruano y fue vendido a Xtrata, por lo que el Estado tiene la obligación de garantizar el proyecto a la empresa.",HAY DIÁLOGO,,Activo,,,,,Reporte-M.-de-Conflictos-Sociales-N-108-Feb-2013.pdf,28/02/2013,108,Grupo_1445
"El 26 de marzo el gobernador distrital de Chalhuahuacho informó que tomó conocimiento que las asociaciones de lavanderos y hoteleros dieron un plazo de 03 meses a la empresa para que cumpla sus compromisos. El encargado del programa de empresarios locales, manifestó que el 25 de marzo ingresó un documento de la asociación de lavanderos y hoteleros solicitando a la empresa información sobre el cumplimiento de compromisos. Señaló que la empresa responderá explicando que está cumpliendo con los compromisos acordados. Indicó que existe un crecimiento desmedido de la población y la ciudad va configurándose desordenadamente. Por otro lado precisó que actualmente la empresa tiene aproximadamente 5000 trabajadores, de los cuales 1600 son de la zona. El encargado explicó que en realidad existe una sobre expectativa de la población respecto a la empresa y que no puede cumplir con todo lo que ellos piden.",HAY DIÁLOGO,,Activo,,,,,Reporte-M.-de-Conflictos-Sociales-N-109-Mar-2013.pdf,31/03/2013,109,Grupo_1237
"El relacionista comunitario de Xstrata indicó que el 02 de marzo se llevó a cabo una asamblea de la comunidad de Choaquere, con la participación de los representantes de la empresa. En dicha asamblea los comuneros presentaron sus reclamos exigiendo se implementen más proyectos de inversión en favor de la población. La empresa se comprometió a realizarlos. El gobernador distrital mencionó que tuvo conocimiento que después de esa asamblea la comunidad ha bloqueado por un día la carretera que va de Chalhuahuacho hacia Haquira.",HAY DIÁLOGO,,Activo,,,,,Reporte-M.-de-Conflictos-Sociales-N-109-Mar-2013.pdf,31/03/2013,109,Grupo_1444
El relacionista comunitario de Xstrata manifestó que la empresa está cumpliendo con los compromisos asumidos en el convenio de negociación de tierras firmado el 28 de enero de 2013.,HAY DIÁLOGO,,Activo,,,,,Reporte-M.-de-Conflictos-Sociales-N-109-Mar-2013.pdf,31/03/2013,109,Grupo_1445
"El presidente de la Asociación de hoteleros, lavanderías y restaurantes, manifestó que existen incumplimientos por parte de la empresa Xstrata por lo que su asociación estaría pensando realizar medidas de protesta si la empresa no atiende sus pedidos. Por otro lado mencionó que el incremento de las asociaciones de lavanderos y hoteleros estaría perjudicando a su asociación. El relacionista comunitario de Xstrata manifestó que la empresa ha dado 12 puestos de trabajo a las 29 comunidades en Chalhuahuacho incluyendo la comunidad de Tambulla, que se han firmado convenios con las asociaciones e indicó que este representa un problema que no habían previsto. Señaló que hay cierta preocupación porque hay un tope en la contratación de personal y ello perjudicará a estas asociaciones si siguen creciendo.",HAY DIÁLOGO,,Activo,,,,,Reporte-M.-de-Conflictos-Sociales-N-110-Abr-2013.pdf,30/04/2013,110,Grupo_1237
"El gobernador de Chalhuahuacho indicó que la municipalidad no ha instalado medidores para el uso de agua en Chalhuahuacho, por lo que las comunidades en especial Choaquere tienen la intención de cobrar por el consumo del agua. El Teniente Gobernador de Choaquere indicó que el punto de captación desde donde se bombeará el agua para llevarla hacia Nueva Fuerabamba, ya está definido. Indicó que eso no afecta a la comunidad de Choaquere ya que el punto de captación se encuentra en la C. C. de Chila. Por otro lado, manifestó que respecto al mineroducto no ha habido ninguna noticia hasta el momento pero que la comunidad ya habría autorizado su pase por el territorio comunal. El presidente de la comunidad de Choaquere manifestó que la relación con Nueva Fuerabamba estaría arreglada ya que se habría determinado el punto de captación de dónde sacarán el agua.",HAY DIÁLOGO,,Activo,,,,,Reporte-M.-de-Conflictos-Sociales-N-110-Abr-2013.pdf,30/04/2013,110,Grupo_1444
"El relacionista comunitario de Xstrata manifestó que ya se encuentran negociando con la C.C. de Huancuire y que actualmente tienen problemas con la comunidad de Pamputa. El Teniente Gobernador de Huancuire mencionó que en febrero se llevó a cabo una reunión con la empresa Xstrata en la cual se han llegado a acuerdos, como la ejecución de varias obras, entre ellas las de saneamiento básico y la realización de pasantías para ver cómo se está realizando la actividad agrícola en otras zonas. Indicó que se ha pactado con la empresa Xstrata para trabajar en minería artesanal por un tiempo, y que luego ya no trabajarían en dicha actividad, pero para ello la empresa tendría que implementar varias obras a favor de la comunidad, entre ellas el puesto de salud.",HAY DIÁLOGO,,Activo,,,,,Reporte-M.-de-Conflictos-Sociales-N-110-Abr-2013.pdf,30/04/2013,110,Grupo_1445
"El presidente de la asociación de hoteleros y lavanderos manifestó que se han solucionado parte de los problemas con la empresa. Uno de los acuerdos fue que la empresa brinde 1700 cupos de hospedajes para que se repartan entre dos asociaciones. Indicó que la empresa ha llegado a acuerdos con la asociación Holascher y la asociación Divino Aldipacha. Por otro lado indicó que en la población se acentua la preocupación por la venta del proyecto Las Bambas, y señaló que lo que ellos piden es sólo el cumplimiento de los acuerdos con la empresa Xstrata.",HAY DIÁLOGO,,Activo,,,,,Reporte-M.-de-Conflictos-Sociales-N-111-Mayo2013.pdf,31/05/2013,111,Grupo_1237
El gobernador del distrito Chalhuahuacho manifestó que no se presentaron incidentes entre la comunidad y la empresa.,HAY DIÁLOGO,,Activo,,,,,Reporte-M.-de-Conflictos-Sociales-N-111-Mayo2013.pdf,31/05/2013,111,Grupo_1444
No se registran acciones de diálogo en el mes de mayo.,HAY DIÁLOGO,,Activo,,,,,Reporte-M.-de-Conflictos-Sociales-N-111-Mayo2013.pdf,31/05/2013,111,Grupo_1445
"El presidente de la Asociación de Hoteleros y Lavanderos indicó que posiblemente trasladen a más de 500 trabajadores hacia la ciudad de Haquira, que no es zona de influencia directa y se afecte al cupo de hospedajes en Chalhuahuacho. Asimismo, manifestó que por este motivo harían un pronunciamiento.",HAY DIÁLOGO,,Activo,,,,,Reporte-M.-de-Conflictos-Sociales-N-112-Junio-2013.pdf,30/06/2013,112,Grupo_1237
"El Teniente Gobernador de la comunidad de Choaquere en diálogo con la Oficina Defensorial de Apurímac, ha manifestado que no ha habido incidentes entre la comunidad y la empresa en el mes.",HAY DIÁLOGO,,Activo,,,,,Reporte-M.-de-Conflictos-Sociales-N-112-Junio-2013.pdf,30/06/2013,112,Grupo_1444
No se registran acciones de diálogo en el mes de junio.,HAY DIÁLOGO,,Activo,,,,,Reporte-M.-de-Conflictos-Sociales-N-112-Junio-2013.pdf,30/06/2013,112,Grupo_1445
"Representantes de Xtrata señalan que en relación a los acuerdos del año pasado están cumpliendo con 100% de mano de obra no calificada local, que inaugurarán la casa campesina en Chalhuahuacho el 24 de junio. Sobre los puestos rotativos de los 27 comunidades, han acordado un cambio debido a que había varios procedimientos (exámenes médicos) para acceder a un puesto de trabajo. En lugar de eso se han instalado viveros en 7 cuencas (3 comunidades / cuenca) para reforestación.",HAY DIÁLOGO,,Activo,,,,,Reporte-M.-de-Conflictos-Sociales-N-99-May-2012.pdf,31/05/2012,99,Grupo_1237
"El 07 de mayo funcionarios del ALA informaron que en el mes de noviembre de 2011 la comunidad de Choaqquere solicitó autorización de licencia de agua, que fue observada por el ALA por no existir estudios hídricos y porque no se ha hecho la subsanación respectiva. La reunión con los pobladores prevista para el 9 de mayo se aplazó por el paro provincial al 16 de mayo. En esta fecha se realizó la inspección ocular y la reunión con los directivos de Choaquere, Fuerabamba y autoridades de Chalhuahuacho, además de representantes de la consultora que realizó los estudios. En la inspección se verificó el punto de captación en el río Yuracmayo.",NO HAY DIÁLOGO,,Activo,,,,,Reporte-M.-de-Conflictos-Sociales-N-99-May-2012.pdf,31/05/2012,99,Grupo_1444
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-Conflictos-Sociales-125-Julio-2014.pdf,31/07/2014,125,Grupo_1237
El 09 de julio el presidente de la Comunidad de Ccahuapirhua y un dirigente comunal manifestaron que no ha habido incidentes durante el mes de julio y que por el momento se está discutiendo el precio que tendría que pagar la empresa ATN2 por la instalación de las torres. El presidente de esta comunidad también mencionó que la comunidad de Chicñahui tituló los terrenos de Cahuapirhua de manera irregular por lo que en el año 2012 presentaron un recurso ante la Fiscalía Provincial de Grau. Explicó que actualmente no se ha vuelto a suscitar ningún enfrentamiento y que la empresa ATN2 ha hecho llegar el día 22 de julio una carta a la comunidad con la propuesta económica por la instalación de 04 torres eléctricas. Precisó que la comunidad está evaluando dicha propuesta. Por otro lado indicó que no han vuelto a tener comunicación con representantes de la PCM.,NO HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-Conflictos-Sociales-125-Julio-2014.pdf,31/07/2014,125,Grupo_1604
"El Secretario distrital de Construcción Civil de Challhuahuacho, indica que no ha habido problemas sobre la culminación del contrato de las 500 personas en el mes de junio.",HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N-101-Julio-12.pdf,31/07/2012,101,Grupo_1237
"El 30 de julio el Ingeniero inspector del ALA encargado directamente de este proceso, ratifica que finalmente se aprobó el estudio hídrico para Nueva Fuerabamba en la primera quincena de julio. Al mismo momento indica que se realizó una charla el 21 de julio para socializar la Ley de Recursos Hídricos y la Formalización de usuarios de agua con participación de autoridades distritales y comuneros de Choaquere. 31 de julio el Gobernador Distrital de Chalhuahuacho confirmó que se ha realizado la charla para socializar la Ley de Recursos Hídricos y que el ALA ha informado sobre la aprobación del estudio hídrico pero no han entregado la resolución.",HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N-101-Julio-12.pdf,31/07/2012,101,Grupo_1444
El 31 de julio el gobernador de Challhuahuacho informa que después del incidente del 18 de junio no había más problemas.,NO HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N-101-Julio-12.pdf,31/07/2012,101,Grupo_1445
